Tid,coupon_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,Label,Results
10.42.0.151-72.51.26.219-51874-80-6,coupon_295784,C166191,Female,54,Cosmetics,3,121.98,Credit Card,08-06-22,Forum Istanbul,1,1
10.42.0.151-10.42.0.1-23912-53-17,coupon_255381,C172966,Male,40,Clothing,4,1200.32,Debit Card,24-05-21,Metrocity,0,0
10.42.0.211-31.13.80.36-53219-443-6,coupon_337719,C320928,Male,40,Cosmetics,5,203.3,Cash,18-01-21,Istinye Park,1,1
10.42.0.211-10.42.0.1-28532-53-17,coupon_220863,C131497,Male,21,Books,4,60.6,Cash,22-07-21,Mall of Istanbul,0,0
10.42.0.211-10.42.0.1-29750-53-17,coupon_530401,C526660,Female,32,Technology,2,2100.0,Cash,25-09-22,Zorlu Center,0,0
172.217.3.110-10.42.0.42-443-60598-6,coupon_219555,C266961,Male,47,Clothing,3,900.24,Credit Card,10-09-21,Metrocity,1,1
172.217.10.238-10.42.0.42-443-52168-6,coupon_316629,C204741,Female,41,Souvenir,3,35.19,Cash,16-01-22,Cevahir AVM,0,0
172.217.8.4-10.42.0.151-443-38811-6,coupon_795251,C181619,Male,33,Cosmetics,5,203.3,Cash,13-11-22,Kanyon,1,1
10.42.0.211-123.125.46.112-53967-80-6,coupon_151099,C250395,Female,67,Souvenir,2,23.46,Credit Card,14-03-21,Mall of Istanbul,1,1
10.42.0.211-64.71.142.124-55842-443-6,coupon_286193,C322994,Male,37,Cosmetics,3,121.98,Cash,23-07-22,Istinye Park,1,1
220.170.182.31-10.42.0.211-443-43609-6,coupon_399563,C250673,Female,38,Toys,1,35.84,Cash,24-06-21,Metropol AVM,1,1
10.42.0.211-23.192.66.41-36207-80-6,coupon_229355,C192978,Male,28,Shoes,5,3000.85,Credit Card,30-01-21,Kanyon,1,1
183.3.235.80-10.42.0.151-80-45139-6,coupon_147727,C163033,Female,38,Books,1,15.15,Credit Card,17-04-22,Kanyon,0,0
10.42.0.211-104.244.43.3-49160-443-6,coupon_504141,C558480,Female,56,Cosmetics,1,40.66,Credit Card,23-02-23,Kanyon,0,0
10.42.0.211-54.239.17.113-34118-443-6,coupon_246151,C287409,Male,25,Books,3,45.45,Debit Card,05-07-21,Metropol AVM,1,1
182.254.5.234-10.42.0.211-80-34004-6,coupon_164675,C993675,Male,66,Books,5,75.75,Cash,31-08-21,Kanyon,0,0
206.126.112.141-10.42.0.151-443-45839-6,coupon_606511,C307535,Female,37,Souvenir,2,23.46,Credit Card,09-09-22,Viaport Outlet,1,1
151.101.1.140-10.42.0.211-443-34098-6,coupon_342816,C238961,Female,19,Food & Beverage,2,10.46,Cash,04-11-21,Mall of Istanbul,1,1
10.42.0.211-104.192.110.245-34996-80-6,coupon_151764,C671866,Female,53,Clothing,5,1500.4,Cash,30-06-22,Kanyon,1,1
172.217.12.174-10.42.0.42-443-41064-6,coupon_226172,C171154,Female,69,Shoes,1,600.17,Cash,24-07-21,Kanyon,0,0
222.73.28.96-10.42.0.42-80-34156-6,coupon_737630,C848969,Male,69,Clothing,5,1500.4,Cash,15-04-22,Metropol AVM,1,1
10.42.0.1-10.42.0.42-53-64471-17,coupon_891311,C240171,Female,31,Food & Beverage,2,10.46,Debit Card,25-09-21,Metropol AVM,1,1
10.42.0.211-10.42.0.1-9363-53-17,coupon_127733,C665777,Male,39,Books,5,75.75,Cash,24-08-21,Kanyon,1,1
172.217.10.142-10.42.0.151-443-48898-6,coupon_202398,C256730,Male,53,Shoes,5,3000.85,Cash,26-01-21,Zorlu Center,1,1
10.42.0.211-40.118.214.164-40943-443-6,coupon_160585,C298229,Male,26,Cosmetics,2,81.32,Cash,05-02-22,Metropol AVM,0,0
10.42.0.151-40.122.44.96-38113-443-6,coupon_771414,C183404,Male,63,Food & Beverage,3,15.69,Cash,09-12-22,Forum Istanbul,0,0
10.42.0.211-10.42.0.1-61761-53-17,coupon_139520,C316398,Female,34,Clothing,5,1500.4,Cash,14-02-21,Mall of Istanbul,1,1
180.149.136.194-10.42.0.211-80-36145-6,coupon_291540,C557245,Male,25,Food & Beverage,1,5.23,Debit Card,17-07-22,Kanyon,1,1
10.42.0.211-52.84.139.78-46015-80-6,coupon_798213,C662958,Female,20,Shoes,3,1800.51,Cash,03-01-21,Metropol AVM,0,0
219.142.78.162-10.42.0.211-80-41465-6,coupon_232338,C545065,Female,18,Clothing,4,1200.32,Debit Card,22-09-22,Metropol AVM,1,1
10.42.0.211-23.194.141.143-34350-443-6,coupon_267713,C284679,Male,53,Cosmetics,4,162.64,Credit Card,27-06-21,Kanyon,1,1
10.42.0.211-10.42.0.1-1929-53-17,coupon_525798,C581947,Male,46,Cosmetics,4,162.64,Cash,03-02-23,Mall of Istanbul,1,1
172.217.12.202-10.42.0.42-443-44782-6,coupon_353272,C199311,Female,34,Clothing,1,300.08,Credit Card,29-07-21,Istinye Park,1,1
172.217.3.106-10.42.0.211-443-41309-6,coupon_165687,C206501,Female,61,Clothing,3,900.24,Cash,08-12-22,Metropol AVM,1,1
10.42.0.151-10.42.0.1-18588-53-17,coupon_169015,C726021,Female,38,Clothing,5,1500.4,Credit Card,11-08-22,Mall of Istanbul,0,0
10.42.0.211-64.71.142.110-42467-443-6,coupon_111305,C448846,Female,67,Food & Beverage,3,15.69,Cash,13-09-21,Metropol AVM,1,1
172.217.3.110-10.42.0.151-443-57819-6,coupon_187171,C168663,Male,33,Toys,4,143.36,Credit Card,27-05-22,Istinye Park,1,1
172.217.10.78-10.42.0.151-80-34335-6,coupon_148276,C616106,Female,63,Clothing,4,1200.32,Debit Card,07-12-22,Zorlu Center,1,1
172.217.9.238-10.42.0.151-443-46813-6,coupon_783231,C771066,Female,21,Clothing,5,1500.4,Debit Card,05-01-22,Cevahir AVM,0,0
10.42.0.151-31.13.71.3-39454-443-6,coupon_313426,C101196,Female,41,Cosmetics,4,162.64,Debit Card,05-04-22,Kanyon,1,1
10.42.0.211-23.194.140.226-48052-80-6,coupon_112291,C898405,Female,48,Food & Beverage,1,5.23,Credit Card,10-01-22,Cevahir AVM,0,0
202.77.129.150-10.42.0.151-443-37870-6,coupon_402983,C372643,Male,27,Technology,1,1050.0,Debit Card,30-01-22,Kanyon,1,1
10.42.0.211-103.235.46.211-40223-443-6,coupon_155076,C195626,Female,22,Toys,5,179.2,Credit Card,21-12-22,Kanyon,1,1
216.58.217.163-10.42.0.211-443-32805-6,coupon_204056,C622748,Female,54,Clothing,4,1200.32,Credit Card,24-02-21,Metropol AVM,1,1
10.42.0.151-10.42.0.1-7356-53-17,coupon_218385,C290280,Female,51,Toys,1,35.84,Cash,19-07-22,Metrocity,0,0
172.217.10.46-10.42.0.151-443-39954-6,coupon_198698,C281268,Female,29,Clothing,1,300.08,Debit Card,15-01-23,Metropol AVM,1,1
10.42.0.151-10.42.0.1-12258-53-17,coupon_428118,C826744,Female,44,Shoes,2,1200.34,Credit Card,12-01-23,Kanyon,1,1
172.217.10.234-10.42.0.151-443-49775-6,coupon_204147,C252021,Female,20,Shoes,3,1800.51,Credit Card,05-11-22,Kanyon,1,1
205.204.101.196-10.42.0.151-443-43000-6,coupon_361028,C647656,Female,59,Shoes,2,1200.34,Cash,23-07-21,Metrocity,0,0
10.42.0.211-31.13.65.7-32839-443-6,coupon_915945,C250065,Female,23,Clothing,4,1200.32,Credit Card,30-06-22,Metropol AVM,1,1
10.42.0.1-10.42.0.42-53-14468-17,coupon_165461,C230766,Female,25,Clothing,1,300.08,Credit Card,01-11-22,Emaar Square Mall,0,0
172.217.6.202-10.42.0.151-443-58797-6,coupon_762381,C243515,Male,63,Shoes,1,600.17,Cash,27-10-22,Kanyon,1,1
10.42.0.211-104.88.106.16-49230-80-6,coupon_818298,C204632,Male,21,Clothing,5,1500.4,Debit Card,21-08-22,Kanyon,1,1
10.42.0.211-23.208.168.108-47381-80-6,coupon_261290,C252598,Female,56,Clothing,3,900.24,Credit Card,13-03-21,Cevahir AVM,0,0
10.42.0.1-10.42.0.42-53-23538-17,coupon_215578,C866033,Male,39,Cosmetics,2,81.32,Credit Card,04-08-22,Kanyon,1,1
172.217.12.170-10.42.0.151-443-56771-6,coupon_136666,C288416,Male,50,Food & Beverage,2,10.46,Credit Card,01-04-21,Mall of Istanbul,1,1
10.42.0.211-64.71.142.124-43131-443-6,coupon_120948,C340089,Female,54,Shoes,4,2400.68,Debit Card,08-08-21,Mall of Istanbul,1,1
10.42.0.211-98.139.199.204-56421-443-6,coupon_173679,C555040,Male,27,Technology,3,3150.0,Credit Card,28-06-21,Viaport Outlet,1,1
10.42.0.151-10.42.0.1-1957-53-17,coupon_638275,C809281,Male,56,Clothing,5,1500.4,Credit Card,25-01-21,Emaar Square Mall,1,1
172.217.11.46-10.42.0.151-443-47774-6,coupon_551237,C375325,Female,53,Clothing,4,1200.32,Cash,22-11-21,Metropol AVM,0,0
10.42.0.211-123.59.190.251-44973-80-6,coupon_239285,C155335,Female,62,Cosmetics,3,121.98,Credit Card,13-11-22,Viaport Outlet,0,0
180.149.135.239-10.42.0.211-80-59255-6,coupon_723062,C225051,Female,42,Clothing,4,1200.32,Credit Card,12-08-22,Kanyon,1,1
216.58.219.202-10.42.0.211-443-47485-6,coupon_353329,C635016,Female,68,Toys,2,71.68,Credit Card,18-09-22,Metrocity,1,1
10.42.0.151-111.206.25.159-47851-80-6,coupon_321920,C165705,Male,27,Clothing,4,1200.32,Cash,08-06-21,Mall of Istanbul,1,1
10.42.0.211-10.42.0.1-15263-53-17,coupon_176115,C709571,Male,39,Cosmetics,4,162.64,Cash,30-08-21,Viaport Outlet,0,0
10.42.0.211-10.42.0.1-27757-53-17,coupon_251743,C851508,Male,44,Toys,3,107.52,Debit Card,19-06-22,Kanyon,1,1
10.42.0.1-10.42.0.42-53-22169-17,coupon_964173,C184126,Female,52,Clothing,3,900.24,Debit Card,15-12-22,Emaar Square Mall,0,0
10.42.0.151-52.94.232.32-56155-443-6,coupon_334389,C233642,Female,19,Cosmetics,2,81.32,Cash,29-12-21,Mall of Istanbul,1,1
172.217.12.174-10.42.0.151-443-35411-6,coupon_251855,C258410,Female,68,Cosmetics,3,121.98,Credit Card,19-06-22,Cevahir AVM,0,0
10.42.0.211-10.42.0.1-34211-53-17,coupon_985808,C270667,Male,22,Books,5,75.75,Cash,16-06-21,Emaar Square Mall,0,0
10.42.0.211-40.117.100.83-54569-443-6,coupon_224565,C321527,Male,61,Shoes,1,600.17,Cash,07-02-21,Emaar Square Mall,1,1
172.217.7.195-10.42.0.151-443-34179-6,coupon_156413,C103824,Male,34,Cosmetics,5,203.3,Debit Card,20-01-22,Metrocity,0,0
10.42.0.211-54.192.38.18-39624-443-6,coupon_158683,C126571,Female,33,Souvenir,2,23.46,Debit Card,31-07-22,Metrocity,1,1
172.217.12.206-10.42.0.42-443-51079-6,coupon_983860,C169676,Female,60,Shoes,1,600.17,Credit Card,30-09-21,Metropol AVM,0,0
172.217.10.138-10.42.0.211-443-39984-6,coupon_119809,C321889,Female,24,Food & Beverage,1,5.23,Debit Card,06-04-22,Zorlu Center,1,1
172.217.3.110-10.42.0.211-443-51210-6,coupon_319942,C212128,Male,53,Cosmetics,5,203.3,Debit Card,14-11-22,Mall of Istanbul,1,1
172.217.12.142-10.42.0.211-443-49526-6,coupon_133278,C301271,Male,22,Clothing,3,900.24,Credit Card,24-02-21,Metrocity,0,0
224.0.0.251-10.42.0.42-5353-5353-17,coupon_252084,C221995,Male,50,Souvenir,4,46.92,Cash,25-05-21,Metrocity,1,1
10.42.0.151-31.13.71.37-56383-443-6,coupon_182889,C318802,Male,49,Clothing,2,600.16,Credit Card,22-03-21,Metrocity,0,0
172.217.7.163-10.42.0.151-443-50836-6,coupon_106271,C263812,Male,31,Clothing,1,300.08,Debit Card,22-12-22,Mall of Istanbul,1,1
172.217.3.106-10.42.0.211-443-33994-6,coupon_112481,C321609,Male,29,Food & Beverage,5,26.15,Cash,07-07-21,Cevahir AVM,1,1
192.229.173.173-10.42.0.42-80-37786-6,coupon_240751,C666013,Female,52,Food & Beverage,1,5.23,Credit Card,18-09-21,Kanyon,1,1
10.42.0.211-103.235.46.212-55422-443-6,coupon_282789,C172185,Female,67,Cosmetics,2,81.32,Cash,18-02-22,Istinye Park,0,0
216.58.219.234-10.42.0.151-443-49961-6,coupon_676291,C150463,Female,50,Food & Beverage,2,10.46,Cash,13-06-21,Metropol AVM,0,0
10.42.0.211-64.71.142.96-42107-443-6,coupon_827069,C274529,Female,58,Toys,5,179.2,Cash,30-05-21,Mall of Istanbul,1,1
10.42.0.42-111.202.114.35-39506-80-6,coupon_242823,C242659,Female,50,Clothing,4,1200.32,Debit Card,26-03-21,Metropol AVM,0,0
222.73.28.96-10.42.0.42-80-57173-6,coupon_208631,C194451,Female,68,Technology,2,2100.0,Credit Card,27-07-22,Kanyon,0,0
10.42.0.151-104.244.43.99-41249-443-6,coupon_139308,C252600,Female,59,Souvenir,2,23.46,Credit Card,06-04-22,Emaar Square Mall,0,0
10.42.0.211-10.42.0.1-55311-53-17,coupon_177201,C309645,Female,66,Clothing,5,1500.4,Cash,04-02-22,Forum Istanbul,0,0
216.58.219.238-10.42.0.42-443-37435-6,coupon_263818,C336232,Male,69,Souvenir,4,46.92,Cash,26-06-22,Zorlu Center,1,1
10.42.0.211-64.71.142.124-42987-443-6,coupon_174966,C325906,Male,27,Food & Beverage,5,26.15,Cash,25-07-22,Mall of Istanbul,1,1
10.42.0.151-10.42.0.1-25615-53-17,coupon_186896,C138755,Female,52,Toys,1,35.84,Credit Card,19-09-21,Zorlu Center,1,1
10.42.0.211-10.42.0.1-29804-53-17,coupon_207465,C296745,Female,27,Clothing,2,600.16,Cash,10-10-22,Istinye Park,0,0
172.217.12.206-10.42.0.151-443-57122-6,coupon_191148,C221838,Female,43,Technology,2,2100.0,Credit Card,29-03-22,Forum Istanbul,1,1
10.42.0.211-23.206.125.17-34381-80-6,coupon_159487,C104985,Male,36,Clothing,1,300.08,Cash,09-07-21,Emaar Square Mall,0,0
173.194.175.188-10.42.0.151-5228-51898-6,coupon_215141,C826514,Female,19,Souvenir,1,11.73,Cash,25-01-22,Kanyon,1,1
172.217.12.174-10.42.0.42-443-39026-6,coupon_235828,C267333,Male,21,Books,5,75.75,Cash,14-12-21,Metrocity,0,0
183.79.249.252-10.42.0.211-443-37078-6,coupon_281274,C130479,Male,20,Clothing,1,300.08,Cash,04-09-22,Kanyon,0,0
10.42.0.211-23.194.181.192-55869-443-6,coupon_135898,C310108,Female,23,Toys,2,71.68,Debit Card,14-08-22,Metropol AVM,0,0
10.42.0.211-104.193.88.109-54699-80-6,coupon_943072,C358486,Female,52,Cosmetics,2,81.32,Cash,03-02-22,Metrocity,1,1
10.42.0.211-119.146.74.34-33274-80-6,coupon_142738,C208738,Male,24,Clothing,4,1200.32,Credit Card,03-01-21,Kanyon,1,1
192.229.173.173-10.42.0.42-80-48398-6,coupon_304665,C111056,Female,20,Food & Beverage,5,26.15,Credit Card,05-12-21,Metropol AVM,0,0
203.205.158.61-10.42.0.151-80-44201-6,coupon_133240,C999586,Male,58,Toys,3,107.52,Credit Card,14-06-22,Zorlu Center,1,1
180.149.134.221-10.42.0.211-80-45603-6,coupon_215906,C296862,Male,21,Clothing,4,1200.32,Debit Card,13-08-21,Mall of Istanbul,1,1
172.217.12.142-10.42.0.151-443-54127-6,coupon_247747,C101550,Male,35,Shoes,2,1200.34,Cash,11-01-22,Istinye Park,1,1
172.217.6.206-10.42.0.151-443-39335-6,coupon_227154,C278142,Female,29,Cosmetics,3,121.98,Cash,22-12-21,Kanyon,1,1
202.77.129.230-10.42.0.151-80-40638-6,coupon_133197,C330779,Male,68,Cosmetics,2,81.32,Credit Card,04-02-21,Forum Istanbul,0,0
10.42.0.42-104.193.88.109-42358-80-6,coupon_542618,C282968,Female,50,Cosmetics,3,121.98,Debit Card,22-02-22,Emaar Square Mall,1,1
172.217.10.74-10.42.0.42-443-32852-6,coupon_522612,C852668,Female,44,Toys,3,107.52,Cash,14-09-21,Kanyon,0,0
10.42.0.211-10.42.0.1-33135-53-17,coupon_336817,C274936,Female,47,Clothing,1,300.08,Cash,03-08-21,Cevahir AVM,0,0
212.13.197.229-10.42.0.211-80-52206-6,coupon_216982,C269751,Female,48,Souvenir,4,46.92,Cash,02-01-23,Metrocity,1,1
203.205.158.63-10.42.0.211-80-38561-6,coupon_317443,C136051,Female,39,Toys,1,35.84,Credit Card,23-11-22,Mall of Istanbul,0,0
10.42.0.211-121.14.255.100-41772-80-6,coupon_115679,C266462,Male,27,Clothing,1,300.08,Cash,10-01-23,Kanyon,1,1
10.42.0.211-87.240.165.80-50537-80-6,coupon_227707,C329163,Female,34,Shoes,4,2400.68,Cash,10-01-22,Viaport Outlet,1,1
8.41.222.241-10.42.0.211-443-42065-6,coupon_238456,C305398,Female,65,Food & Beverage,1,5.23,Cash,06-08-22,Kanyon,0,0
172.217.3.104-10.42.0.211-443-50066-6,coupon_940840,C267961,Female,53,Cosmetics,2,81.32,Cash,19-02-23,Istinye Park,1,1
180.149.138.210-10.42.0.42-80-58498-6,coupon_298805,C101248,Female,19,Food & Beverage,3,15.69,Credit Card,29-06-21,Kanyon,0,0
172.217.10.106-10.42.0.151-443-45935-6,coupon_169894,C165812,Female,19,Clothing,2,600.16,Cash,01-07-21,Istinye Park,0,0
10.42.0.211-10.42.0.1-1554-53-17,coupon_183571,C339518,Female,31,Food & Beverage,1,5.23,Credit Card,07-02-22,Metrocity,0,0
172.217.3.110-10.42.0.151-443-43259-6,coupon_921232,C235057,Female,43,Toys,2,71.68,Cash,10-10-21,Cevahir AVM,0,0
10.42.0.211-54.239.17.112-53209-443-6,coupon_130799,C103944,Male,42,Clothing,3,900.24,Credit Card,30-06-21,Metrocity,1,1
10.42.0.151-108.174.11.1-59217-80-6,coupon_199384,C260889,Male,58,Books,4,60.6,Credit Card,24-03-22,Kanyon,1,1
10.42.0.1-10.42.0.42-53-45154-17,coupon_300557,C207753,Female,34,Cosmetics,3,121.98,Debit Card,17-09-22,Istinye Park,0,0
216.58.217.100-10.42.0.151-443-59609-6,coupon_162186,C204154,Female,32,Cosmetics,2,81.32,Debit Card,31-07-21,Istinye Park,0,0
203.205.158.63-10.42.0.211-80-41550-6,coupon_299125,C290344,Male,27,Souvenir,4,46.92,Credit Card,21-11-22,Kanyon,0,0
10.42.0.42-103.235.46.212-57100-80-6,coupon_720017,C730395,Female,28,Food & Beverage,2,10.46,Credit Card,04-09-22,Kanyon,0,0
10.42.0.211-10.42.0.1-36273-53-17,coupon_293086,C312155,Male,55,Cosmetics,3,121.98,Credit Card,18-02-21,Kanyon,0,0
10.42.0.42-85.93.5.109-47631-80-6,coupon_995407,C259743,Female,48,Souvenir,3,35.19,Cash,21-03-21,Metropol AVM,0,0
10.42.0.211-118.178.172.20-41117-80-6,coupon_306845,C605200,Female,46,Food & Beverage,4,20.92,Credit Card,02-09-22,Mall of Istanbul,1,1
183.79.249.252-10.42.0.42-443-39964-6,coupon_274190,C317850,Female,20,Toys,3,107.52,Cash,16-06-21,Metropol AVM,1,1
209.10.120.26-10.42.0.211-80-43444-6,coupon_305432,C986860,Male,39,Toys,3,107.52,Credit Card,26-01-23,Mall of Istanbul,1,1
206.126.112.140-10.42.0.151-443-59983-6,coupon_224122,C236428,Male,44,Clothing,5,1500.4,Credit Card,01-07-22,Mall of Istanbul,1,1
182.22.24.124-10.42.0.211-443-38558-6,coupon_119142,C278588,Female,35,Cosmetics,5,203.3,Debit Card,25-01-23,Cevahir AVM,1,1
10.42.0.211-54.225.175.247-59503-443-6,coupon_117526,C154184,Male,48,Cosmetics,5,203.3,Credit Card,23-09-22,Emaar Square Mall,1,1
172.217.12.138-10.42.0.151-443-60480-6,coupon_195735,C287459,Female,22,Clothing,1,300.08,Credit Card,08-09-21,Kanyon,1,1
180.149.138.210-10.42.0.211-80-49172-6,coupon_243930,C617884,Female,52,Technology,3,3150.0,Debit Card,31-10-22,Istinye Park,0,0
10.42.0.151-31.13.80.5-38598-443-6,coupon_320007,C294024,Male,45,Clothing,5,1500.4,Debit Card,18-10-21,Metrocity,0,0
180.149.136.194-10.42.0.211-80-52281-6,coupon_339004,C790567,Male,64,Clothing,4,1200.32,Credit Card,15-07-22,Mall of Istanbul,1,1
10.42.0.211-66.198.24.243-48213-80-6,coupon_139437,C799447,Male,38,Souvenir,5,58.65,Credit Card,31-05-21,Mall of Istanbul,1,1
10.42.0.151-31.13.69.245-38949-80-6,coupon_325491,C144628,Female,45,Shoes,2,1200.34,Cash,22-12-21,Kanyon,1,1
10.42.0.211-10.42.0.1-35543-53-17,coupon_332582,C260810,Female,41,Souvenir,5,58.65,Cash,28-10-22,Metropol AVM,1,1
171.84.4.11-10.42.0.211-80-39256-6,coupon_976566,C670524,Female,57,Cosmetics,1,40.66,Cash,13-06-21,Forum Istanbul,0,0
180.163.255.159-10.42.0.211-443-51289-6,coupon_420592,C334281,Male,57,Food & Beverage,4,20.92,Debit Card,25-09-22,Kanyon,1,1
172.217.7.8-10.42.0.211-443-45502-6,coupon_312499,C314173,Female,60,Books,1,15.15,Credit Card,18-08-21,Mall of Istanbul,0,0
10.42.0.151-10.42.0.1-62366-53-17,coupon_304591,C122712,Female,44,Food & Beverage,2,10.46,Debit Card,16-09-21,Kanyon,1,1
10.42.0.211-10.42.0.1-23166-53-17,coupon_122118,C276111,Male,38,Cosmetics,5,203.3,Cash,15-11-22,Metrocity,1,1
208.80.154.224-10.42.0.211-80-45456-6,coupon_297539,C277924,Male,65,Food & Beverage,3,15.69,Credit Card,07-08-21,Mall of Istanbul,1,1
172.217.3.110-10.42.0.211-80-49109-6,coupon_339496,C286466,Male,30,Clothing,1,300.08,Debit Card,25-05-21,Metropol AVM,1,1
180.149.136.194-10.42.0.211-443-39344-6,coupon_160687,C327001,Female,50,Clothing,2,600.16,Debit Card,12-07-22,Istinye Park,1,1
172.217.11.3-10.42.0.211-443-35977-6,coupon_153842,C509924,Female,19,Food & Beverage,3,15.69,Credit Card,14-09-22,Forum Istanbul,0,0
203.205.158.63-10.42.0.151-80-52151-6,coupon_615452,C453635,Male,26,Shoes,1,600.17,Debit Card,06-03-22,Metrocity,1,1
10.42.0.211-23.23.129.231-54558-443-6,coupon_908600,C259539,Female,54,Cosmetics,4,162.64,Credit Card,23-02-23,Forum Istanbul,0,0
172.217.11.36-10.42.0.151-443-33284-6,coupon_708279,C729392,Female,63,Cosmetics,3,121.98,Credit Card,25-06-21,Emaar Square Mall,0,0
172.217.9.227-10.42.0.151-443-57353-6,coupon_328691,C280085,Female,66,Clothing,2,600.16,Debit Card,31-07-22,Metrocity,1,1
10.42.0.42-123.125.115.164-53677-443-6,coupon_423782,C767634,Female,48,Cosmetics,2,81.32,Debit Card,08-04-21,Mall of Istanbul,1,1
10.42.0.1-10.42.0.42-53-47185-17,coupon_123315,C230018,Male,46,Clothing,2,600.16,Debit Card,01-04-21,Zorlu Center,0,0
192.229.173.173-10.42.0.211-80-44240-6,coupon_182578,C238063,Male,54,Shoes,4,2400.68,Cash,13-02-22,Kanyon,0,0
198.11.188.80-10.42.0.211-443-60699-6,coupon_403818,C308584,Male,62,Books,5,75.75,Cash,15-06-22,Viaport Outlet,1,1
10.42.0.211-23.206.125.17-43996-80-6,coupon_508712,C216619,Female,64,Toys,3,107.52,Credit Card,19-07-22,Mall of Istanbul,0,0
10.42.0.1-10.42.0.42-53-62029-17,coupon_959992,C241523,Male,55,Food & Beverage,3,15.69,Cash,01-07-22,Metrocity,1,1
172.217.10.110-10.42.0.151-443-55834-6,coupon_279688,C209761,Female,20,Clothing,1,300.08,Credit Card,19-06-21,Cevahir AVM,0,0
10.42.0.211-10.42.0.1-60955-53-17,coupon_300847,C329153,Male,41,Toys,5,179.2,Credit Card,11-01-22,Istinye Park,0,0
10.42.0.211-98.139.199.204-37890-443-6,coupon_170966,C126702,Male,54,Food & Beverage,5,26.15,Credit Card,05-12-22,Istinye Park,1,1
10.42.0.151-52.192.237.93-46375-443-6,coupon_230221,C287787,Male,34,Clothing,1,300.08,Cash,21-04-21,Metropol AVM,0,0
202.77.129.150-10.42.0.211-80-40563-6,coupon_317354,C142943,Female,31,Clothing,1,300.08,Cash,10-11-21,Metropol AVM,0,0
10.42.0.211-10.42.0.1-35909-53-17,coupon_155404,C100484,Male,48,Toys,4,143.36,Cash,19-09-22,Metrocity,1,1
211.103.34.67-10.42.0.211-10000-34971-6,coupon_151181,C260213,Female,44,Clothing,2,600.16,Debit Card,18-01-21,Emaar Square Mall,1,1
172.217.12.206-10.42.0.42-443-37264-6,coupon_144046,C210589,Female,42,Shoes,1,600.17,Credit Card,21-04-22,Kanyon,0,0
172.217.9.226-10.42.0.151-443-41281-6,coupon_959386,C885556,Male,25,Shoes,1,600.17,Credit Card,25-11-22,Mall of Istanbul,1,1
172.217.6.202-10.42.0.42-443-44923-17,coupon_737965,C944366,Male,64,Clothing,5,1500.4,Cash,09-11-22,Kanyon,1,1
171.84.4.11-10.42.0.211-80-37415-6,coupon_194017,C462011,Female,67,Technology,5,5250.0,Cash,03-01-22,Kanyon,1,1
180.149.136.194-10.42.0.211-80-37448-6,coupon_252777,C262366,Female,55,Clothing,2,600.16,Cash,19-02-22,Zorlu Center,0,0
202.77.129.150-10.42.0.42-443-54174-6,coupon_254142,C212400,Female,62,Shoes,3,1800.51,Credit Card,15-12-22,Emaar Square Mall,0,0
10.42.0.211-52.84.134.65-39965-443-6,coupon_120850,C204307,Female,54,Clothing,2,600.16,Credit Card,08-11-21,Metrocity,1,1
198.11.132.221-10.42.0.211-443-33187-6,coupon_220285,C162871,Female,43,Food & Beverage,4,20.92,Credit Card,01-05-22,Kanyon,0,0
10.42.0.151-104.254.66.16-50175-80-6,coupon_180980,C119825,Female,30,Clothing,2,600.16,Cash,14-04-21,Forum Istanbul,1,1
10.42.0.211-10.42.0.1-25590-53-17,coupon_301451,C260171,Female,58,Cosmetics,5,203.3,Debit Card,28-06-21,Kanyon,1,1
10.42.0.211-47.89.67.224-49711-80-6,coupon_125700,C244973,Male,49,Shoes,5,3000.85,Credit Card,10-06-22,Forum Istanbul,1,1
220.243.219.55-10.42.0.211-80-54764-6,coupon_533062,C208765,Female,49,Clothing,3,900.24,Cash,12-05-22,Mall of Istanbul,0,0
10.42.0.42-98.139.183.24-40204-443-6,coupon_998874,C321053,Female,19,Clothing,5,1500.4,Debit Card,27-12-22,Mall of Istanbul,0,0
172.217.3.106-10.42.0.211-443-52174-6,coupon_325619,C183356,Female,58,Food & Beverage,1,5.23,Debit Card,16-08-21,Kanyon,1,1
180.149.153.68-10.42.0.211-80-41155-6,coupon_200646,C155763,Female,49,Food & Beverage,2,10.46,Credit Card,05-03-21,Kanyon,0,0
172.217.11.3-10.42.0.151-443-59527-6,coupon_337094,C567509,Female,50,Technology,1,1050.0,Cash,09-02-23,Zorlu Center,0,0
10.42.0.42-104.254.66.16-38130-80-6,coupon_436935,C486241,Female,21,Cosmetics,4,162.64,Cash,26-02-23,Istinye Park,0,0
10.42.0.211-10.42.0.1-31555-53-17,coupon_585560,C306892,Male,21,Shoes,2,1200.34,Cash,17-02-23,Mall of Istanbul,1,1
